Vùng,Năm,Diện tích(Km2),Dân số trung bình (Nghìn người),Mật độ dân số (Người/km2),Tổng dân số,Nam,Nữ,Tổng dân số thành thị,Tổng dân số nông thôn,Tỷ suất sinh thô,Tỷ suất chết thô,Tỷ lệ tăng tự nhiên,Tỷ suất nhập cư,Tỷ suất xuất cư,Tỷ suất di cư thuần,Tỷ số giới tính,Khu vực,Tỉ lệ thất nghiệp,Tỉ lệ thất nghiệp ở thành thị,Tỉ lệ thất nghiệp ở nông thôn,Phần trăm dân số
Tiền Giang,2021,2556.4,1779.4,696.0,1779.42,872.13,907.29,253.64,1525.77,12.2,7.3,4.87,3.71,8.73,-5.02,96.13,Đồng bằng sông Cửu Long,2.5,0.93,4.46,1.81
Tiền Giang,2022,2556.4,1785.2,698.0,1785.24,878.87,906.36,271.92,1513.32,11.5,8.92,2.58,3.54,3.61,-0.07,96.97,Đồng bằng sông Cửu Long,4.32,0.77,3.1,1.79
Tiền Giang,2023,2556.4,1790.7,700.5,1790.65,881.63,909.03,273.68,1516.97,10.92,8.46,2.45,2.48,4.74,-2.27,96.43,Đồng bằng sông Cửu Long,3.75,0.39,3.85,1.79
Tiền Giang,2024,2556.4,1796.1,702.6,1796.06,884.39,911.68,302.56,1493.51,10.82,9.6,1.22,3.63,9.33,-5.71,97.01,Đồng bằng sông Cửu Long,4.54,3.29,4.51,1.77
Bến Tre,2011,2360.6,1262.7,534.9,1262.66,619.14,643.52,125.79,1136.87,12.4,7.2,5.2,5.8,15.5,-9.8,96.21,Đồng bằng sông Cửu Long,4.3,1.34,3.36,1.43
Bến Tre,2012,2357.7,1266.7,537.3,1266.73,620.97,645.76,125.94,1140.79,15.3,7.9,7.4,2.5,10.8,-8.3,96.16,Đồng bằng sông Cửu Long,1.58,0.75,4.84,1.42
Bến Tre,2013,2359.5,1269.7,538.1,1269.72,622.27,647.45,125.98,1143.73,14.0,8.1,5.9,5.3,9.2,-3.9,96.11,Đồng bằng sông Cửu Long,3.94,0.71,4.61,1.41
Bến Tre,2014,2359.8,1272.5,539.2,1272.51,623.47,649.04,126.01,1146.5,13.0,8.4,4.6,7.4,13.9,-6.5,96.06,Đồng bằng sông Cửu Long,1.45,0.65,2.56,1.4
Bến Tre,2015,2359.8,1275.8,540.6,1275.8,624.9,650.9,126.1,1149.7,12.3,9.1,3.2,3.7,7.4,-3.7,96.0,Đồng bằng sông Cửu Long,0.61,1.49,5.78,1.38
Bến Tre,2016,2394.6,1278.6,534.0,1278.6,626.1,652.5,126.1,1152.5,11.6,9.5,2.1,2.3,6.3,-3.9,96.0,Đồng bằng sông Cửu Long,3.81,1.12,5.73,1.37
Bến Tre,2017,2394.7,1282.4,535.5,1282.4,627.8,654.6,126.2,1156.2,11.3,9.1,2.2,2.5,4,-1.5,95.9,Đồng bằng sông Cửu Long,1.93,3.54,1.24,1.36
Bến Tre,2018,2394.8,1286.0,537.0,1286.0,629.4,656.6,126.3,1159.7,11.0,9.9,1.1,2.6,6.8,-4.3,95.9,Đồng bằng sông Cửu Long,4.0,1.58,5.23,1.35
Bến Tre,2019,2394.8,1289.1,538.0,1289.1,630.8,658.4,126.4,1162.7,11.7,8.2,3.6,2.5,9.6,-7.1,95.81,Đồng bằng sông Cửu Long,1.28,3.45,5.65,1.34
Bến Tre,2020,2379.7,1292.4,543.0,1292.4,633.1,659.29,126.66,1165.74,11.98,7.86,4.12,3.24,13.52,-10.27,96.03,Đồng bằng sông Cửu Long,4.54,3.89,2.89,1.32
Bến Tre,2021,2379.7,1295.7,544.0,1295.7,634.72,660.98,128.27,1167.43,10.1,6.4,3.71,3.04,8.39,-5.35,96.03,Đồng bằng sông Cửu Long,4.33,0.39,4.87,1.32
Bến Tre,2022,2379.7,1298.0,545.0,1298.01,640.46,657.54,133.04,1164.96,9.9,8.51,1.39,3.68,4.66,-0.97,97.4,Đồng bằng sông Cửu Long,0.48,2.23,2.49,1.3
Bến Tre,2023,2379.7,1299.3,546.0,1299.33,641.18,658.15,170.43,1128.9,10.11,7.06,3.05,3.27,5.2,-1.94,95.89,Đồng bằng sông Cửu Long,0.71,1.84,0.89,1.3
Bến Tre,2024,2379.7,1306.3,548.9,1306.27,644.64,661.63,174.65,1131.62,9.53,7.8,-0.94,4.25,7.66,-3.41,97.43,Đồng bằng sông Cửu Long,4.28,1.12,4.26,1.29
Trà Vinh,2011,2341.2,1004.3,429.0,1004.35,494.67,509.68,157.59,846.76,14.1,7.1,7.0,11.4,12.7,-1.3,97.05,Đồng bằng sông Cửu Long,3.22,3.87,3.85,1.14
Trà Vinh,2012,2341.2,1005.1,429.3,1005.12,495.02,510.1,159.59,845.53,16.3,7.2,9.0,4,8.7,-4.7,97.04,Đồng bằng sông Cửu Long,3.04,0.83,1.39,1.13
Trà Vinh,2013,2341.2,1005.6,429.5,1005.62,495.27,510.35,162.1,843.53,14.3,7.7,6.6,9.5,7.3,2.2,97.04,Đồng bằng sông Cửu Long,4.65,1.97,2.65,1.11
Trà Vinh,2014,2341.2,1006.2,429.8,1006.24,495.57,510.66,164.95,841.29,15.0,6.6,8.4,7.4,12.4,-5,97.05,Đồng bằng sông Cửu Long,5.01,3.89,3.24,1.1
Trà Vinh,2015,2341.2,1006.9,430.1,1006.9,495.9,511.0,166.5,840.3,14.5,7.4,7.1,2.8,5.5,-2.7,97.0,Đồng bằng sông Cửu Long,3.98,1.75,5.36,1.09
Trà Vinh,2016,2358.2,1007.6,427.3,1007.6,496.2,511.4,168.4,839.2,16.7,7.7,9.0,1.4,3.9,-2.5,97.0,Đồng bằng sông Cửu Long,1.28,3.07,0.75,1.08
Trà Vinh,2017,2358.3,1008.1,427.5,1008.1,496.4,511.7,169.8,838.3,15.6,8.0,7.6,2,3.1,-1.1,97.0,Đồng bằng sông Cửu Long,2.39,4.04,4.85,1.07
Trà Vinh,2018,2358.3,1008.8,427.8,1008.8,496.7,512.1,172.0,836.8,12.9,6.4,6.5,1.2,12.4,-11.2,97.0,Đồng bằng sông Cửu Long,3.2,2.46,0.65,1.06
Trà Vinh,2019,2358.3,1009.3,428.0,1009.3,496.9,512.4,174.1,835.2,13.4,7.4,6.0,1.7,10.6,-8.9,96.98,Đồng bằng sông Cửu Long,3.81,1.4,5.03,1.05
Trà Vinh,2020,2390.8,1009.9,422.0,1009.94,496.89,513.05,175.83,834.11,13.85,7.11,6.74,0.78,22.27,-21.49,96.85,Đồng bằng sông Cửu Long,4.98,2.3,1.51,1.03
Trà Vinh,2021,2390.8,1018.6,426.0,1018.63,501.17,517.47,178.36,840.27,13.5,8.8,4.7,1.64,12.85,-11.21,96.85,Đồng bằng sông Cửu Long,4.11,2.59,0.92,1.03
Trà Vinh,2022,2390.8,1019.3,426.0,1019.26,503.32,515.94,184.86,834.4,10.8,8.71,2.09,1.08,10.23,-9.15,97.55,Đồng bằng sông Cửu Long,5.19,0.99,1.41,1.02
Trà Vinh,2023,2390.8,1019.9,426.6,1019.88,503.68,516.21,186.85,833.03,11.66,6.73,4.93,1.4,11.51,-10.11,95.99,Đồng bằng sông Cửu Long,0.66,4.12,2.14,1.02
Trà Vinh,2024,2390.8,1023.9,428.3,1023.89,505.68,518.21,189.01,834.88,11.17,8.34,2.83,2.86,12.81,-9.95,97.58,Đồng bằng sông Cửu Long,2.34,1.05,4.0,1.01
Vĩnh Long,2011,1496.8,1024.8,684.7,1024.85,504.55,520.3,157.0,867.85,12.4,7.0,5.3,7.6,11.5,-3.9,96.97,Đồng bằng sông Cửu Long,1.67,2.84,3.59,1.16
Vĩnh Long,2012,1504.9,1022.6,679.5,1022.6,503.49,519.12,157.03,865.57,16.3,7.1,9.2,8,9.3,-1.3,96.99,Đồng bằng sông Cửu Long,3.19,2.17,4.4,1.15
Vĩnh Long,2013,1520.2,1023.8,673.5,1023.84,504.14,519.7,168.3,855.55,15.0,7.5,7.6,9.9,7.2,2.7,97.01,Đồng bằng sông Cửu Long,1.54,3.09,1.42,1.14
Vĩnh Long,2014,1520.2,1023.7,673.4,1023.75,504.14,519.61,168.54,855.21,14.5,8.0,6.5,5.6,10.6,-4.9,97.02,Đồng bằng sông Cửu Long,3.31,1.45,3.03,1.12
Vĩnh Long,2015,1520.2,1023.2,673.1,1023.2,503.9,519.3,168.8,854.4,11.3,6.6,4.8,2.5,7.7,-5.2,97.0,Đồng bằng sông Cửu Long,4.16,4.17,1.0,1.11
Vĩnh Long,2016,1525.6,1022.8,670.4,1022.8,503.8,519.1,169.1,853.8,13.7,7.7,6.0,4.3,3.5,0.8,97.1,Đồng bằng sông Cửu Long,5.05,2.43,2.93,1.1
Vĩnh Long,2017,1525.7,1022.6,670.2,1022.6,503.7,518.9,169.4,853.2,10.9,8.1,2.8,3.9,7.8,-3.9,97.1,Đồng bằng sông Cửu Long,2.34,3.47,5.63,1.08
Vĩnh Long,2018,1525.7,1022.7,670.3,1022.7,503.8,518.9,169.7,853.0,11.0,8.8,2.2,3.2,4,-0.8,97.1,Đồng bằng sông Cửu Long,2.32,3.59,5.87,1.07
Vĩnh Long,2019,1525.7,1022.6,670.0,1022.6,503.8,518.8,169.8,852.8,11.6,7.4,4.2,3.3,10.9,-7.7,97.1,Đồng bằng sông Cửu Long,4.31,3.33,5.8,1.06
Vĩnh Long,2020,1525.7,1023.0,670.0,1022.97,503.94,519.03,232.07,790.9,11.73,7.1,4.63,4.66,11.99,-7.33,97.09,Đồng bằng sông Cửu Long,5.03,3.16,0.97,1.05
Vĩnh Long,2021,1525.7,1029.0,674.0,1029.02,506.97,522.05,233.72,795.3,10.9,8.9,2.01,3.1,10.28,-7.18,97.11,Đồng bằng sông Cửu Long,4.73,2.52,5.73,1.04
Vĩnh Long,2022,1525.7,1028.8,674.0,1028.82,508.72,520.11,233.94,794.88,10.3,8.46,1.84,4.84,6.29,-1.46,97.81,Đồng bằng sông Cửu Long,4.06,2.06,2.64,1.03
Vĩnh Long,2023,1525.7,1029.6,674.8,1029.63,509.17,520.46,235.5,794.13,11.02,6.49,4.52,3.34,7.82,-4.49,95.85,Đồng bằng sông Cửu Long,3.54,3.05,1.08,1.03
Vĩnh Long,2024,1525.7,1037.3,679.9,1037.27,512.97,524.3,237.83,799.44,9.53,5.17,4.36,5.06,6.87,-1.8,97.84,Đồng bằng sông Cửu Long,0.7,0.63,2.86,1.02
Đồng Tháp,2011,3377.0,1653.2,489.6,1653.23,824.41,828.82,295.16,1358.08,14.3,7.3,7.0,5.8,11.1,-5.4,99.47,Đồng bằng sông Cửu Long,2.33,1.76,4.31,1.88
Đồng Tháp,2012,3377.0,1646.2,487.5,1646.17,821.1,825.06,294.52,1351.65,12.6,6.4,6.2,2.5,8.8,-6.3,99.52,Đồng bằng sông Cửu Long,5.17,3.41,3.98,1.85
Đồng Tháp,2013,3378.8,1639.2,485.1,1639.21,817.85,821.37,293.89,1345.32,14.9,6.5,8.5,3.8,9.5,-5.7,99.57,Đồng bằng sông Cửu Long,4.4,1.33,2.94,1.82
Đồng Tháp,2014,3378.8,1632.4,483.1,1632.37,814.65,817.73,293.29,1339.09,14.5,7.1,7.4,3.2,9.6,-6.4,99.62,Đồng bằng sông Cửu Long,2.56,1.68,5.9,1.79
Đồng Tháp,2015,3378.8,1625.6,481.1,1625.6,811.5,814.1,292.7,1333.0,12.3,7.3,5.0,1.8,9.1,-7.3,99.7,Đồng bằng sông Cửu Long,3.23,3.95,1.62,1.76
Đồng Tháp,2016,3384.0,1619.0,478.4,1619.0,808.4,810.6,292.1,1326.9,11.6,6.3,5.3,1.2,7.6,-6.4,99.7,Đồng bằng sông Cửu Long,2.21,0.34,4.01,1.74
Đồng Tháp,2017,3383.8,1612.5,476.5,1612.5,805.3,807.1,291.6,1320.9,9.5,9.5,0.0,0.7,7,-6.3,99.8,Đồng bằng sông Cửu Long,1.68,1.25,1.53,1.71
Đồng Tháp,2018,3383.8,1606.1,474.6,1606.1,802.4,803.7,292.3,1313.8,9.8,7.7,2.1,2.5,6.2,-3.7,99.8,Đồng bằng sông Cửu Long,1.73,1.31,3.32,1.68
Đồng Tháp,2019,3383.8,1598.8,472.0,1598.8,798.9,799.9,304.7,1294.1,11.9,6.9,5.0,1.6,12.8,-11.2,99.87,Đồng bằng sông Cửu Long,2.73,2.13,4.63,1.66
Đồng Tháp,2020,3382.3,1600.0,473.0,1600.01,799.25,800.77,306.15,1293.87,12.95,6.66,6.3,2.43,10.1,-7.67,99.81,Đồng bằng sông Cửu Long,0.52,2.5,3.5,1.64
Đồng Tháp,2021,3382.3,1601.3,473.0,1601.31,799.89,801.41,323.21,1278.1,12.4,7.6,4.72,1.79,25.48,-23.69,99.81,Đồng bằng sông Cửu Long,4.13,2.46,4.63,1.63
Đồng Tháp,2022,3382.3,1600.2,473.0,1600.17,800.16,800.01,323.88,1276.29,10.4,8.7,1.7,1.29,8.5,-7.21,102.32,Đồng bằng sông Cửu Long,0.5,3.44,2.01,1.61
Đồng Tháp,2023,3382.3,1600.2,473.1,1600.25,801.07,799.18,325.82,1274.43,12.1,6.22,5.89,3.33,7.37,-4.05,100.28,Đồng bằng sông Cửu Long,3.76,3.23,4.4,1.6
Đồng Tháp,2024,3382.3,1601.1,473.4,1601.12,801.32,799.8,328.61,1272.51,10.7,6.66,4.03,3.87,7.45,-3.58,100.19,Đồng bằng sông Cửu Long,4.15,0.88,1.92,1.58
An Giang,2011,3536.7,2097.5,593.1,2097.54,1041.93,1055.61,608.65,1488.9,16.4,7.3,9.0,3.9,16,-12.2,98.7,Đồng bằng sông Cửu Long,0.74,3.21,4.96,2.38
An Giang,2012,3536.7,2077.9,587.5,2077.94,1032.14,1045.8,609.6,1468.34,17.5,7.8,9.6,2.2,11.2,-9,98.69,Đồng bằng sông Cửu Long,3.23,2.63,1.07,2.33
An Giang,2013,3536.7,2051.6,580.1,2051.62,1019.02,1032.6,608.51,1443.11,16.3,7.8,8.5,3.1,11.3,-8.2,98.68,Đồng bằng sông Cửu Long,1.2,1.19,5.69,2.27
An Giang,2014,3536.7,2024.6,572.5,2024.59,1005.54,1019.05,607.11,1417.48,16.7,8.8,7.9,4.3,12.7,-8.4,98.67,Đồng bằng sông Cửu Long,4.08,3.54,5.46,2.22
An Giang,2015,3536.7,2000.9,565.8,2000.9,993.7,1007.1,606.6,1394.2,12.5,7.5,4.9,2.1,11.8,-9.6,98.7,Đồng bằng sông Cửu Long,3.66,1.54,1.4,2.17
An Giang,2016,3536.7,1976.4,558.8,1976.4,981.5,994.9,605.8,1370.6,12.5,8.8,3.7,1.3,10.4,-9.1,98.7,Đồng bằng sông Cửu Long,4.95,3.02,2.24,2.12
An Giang,2017,3536.7,1954.2,552.5,1954.2,970.4,983.8,605.6,1348.6,11.6,9.7,1.9,1.3,5,-3.7,98.6,Đồng bằng sông Cửu Long,1.88,2.56,0.79,2.07
An Giang,2018,3536.7,1931.0,546.0,1931.0,958.9,972.2,605.0,1326.0,11.4,8.6,2.8,2.1,11.9,-9.9,98.6,Đồng bằng sông Cửu Long,4.16,2.65,3.71,2.02
An Giang,2019,3536.7,1907.4,539.0,1907.4,947.1,960.3,602.6,1304.8,11.9,9.7,2.3,1.2,15.6,-14.4,98.62,Đồng bằng sông Cửu Long,4.81,1.02,1.67,1.98
An Giang,2020,3536.8,1904.5,538.0,1904.53,945.6,958.93,601.64,1302.89,12.51,9.27,3.24,1.83,17.99,-16.16,98.61,Đồng bằng sông Cửu Long,0.93,0.46,3.94,1.95
An Giang,2021,3536.8,1909.5,540.0,1909.51,948.15,961.36,646.02,1263.48,12.1,8.1,3.99,2.93,25.79,-22.85,98.63,Đồng bằng sông Cửu Long,1.25,2.45,4.94,1.94
An Giang,2022,3536.8,1905.5,539.0,1905.52,946.15,959.37,644.77,1260.74,11.7,9.03,2.67,1.69,9.94,-8.25,101.66,Đồng bằng sông Cửu Long,4.72,4.17,4.93,1.92
An Giang,2023,3536.8,1906.3,539.0,1906.27,946.56,959.71,705.29,1200.97,10.8,6.85,3.95,1.21,8.47,-7.26,97.34,Đồng bằng sông Cửu Long,3.29,0.32,4.77,1.9
An Giang,2024,3536.8,1912.6,540.8,1912.58,949.75,962.83,706.49,1206.09,10.4,10.63,-0.23,3.61,13.37,-9.76,98.64,Đồng bằng sông Cửu Long,0.64,1.52,4.52,1.89
Kiên Giang,2011,6348.5,1694.4,266.9,1694.45,855.95,838.5,460.48,1233.97,16.2,5.4,10.8,7.3,15.2,-7.8,102.08,Đồng bằng sông Cửu Long,3.31,0.58,2.72,1.92
Kiên Giang,2012,6348.5,1698.1,267.5,1698.15,858.19,839.96,463.95,1234.2,18.0,5.8,12.2,4.4,8.8,-4.4,102.17,Đồng bằng sông Cửu Long,0.75,0.85,3.47,1.9
Kiên Giang,2013,6348.5,1701.1,268.0,1701.11,860.06,841.05,467.23,1233.88,16.3,5.9,10.4,4.1,10.8,-6.7,102.26,Đồng bằng sông Cửu Long,2.5,1.11,4.95,1.89
Kiên Giang,2014,6348.5,1703.4,268.3,1703.4,861.59,841.81,470.35,1233.05,16.2,5.2,11.0,3,9.6,-6.7,102.35,Đồng bằng sông Cửu Long,2.73,1.61,5.3,1.87
Kiên Giang,2015,6348.5,1705.4,268.6,1705.4,863.0,842.4,473.4,1232.0,14.8,7.1,7.7,2,9.9,-7.9,102.4,Đồng bằng sông Cửu Long,3.53,4.02,3.0,1.85
Kiên Giang,2016,6348.7,1708.7,269.1,1708.7,865.0,843.7,476.9,1231.8,14.0,6.9,7.1,1.9,11,-9.1,102.5,Đồng bằng sông Cửu Long,2.61,1.54,5.21,1.83
Kiên Giang,2017,6348.8,1712.9,269.8,1712.9,867.5,845.4,480.6,1232.3,12.6,8.3,4.3,2.1,10.8,-8.7,102.6,Đồng bằng sông Cửu Long,3.36,1.2,1.83,1.82
Kiên Giang,2018,6348.8,1718.1,270.6,1718.1,870.5,847.6,484.6,1233.5,13.1,8.3,4.8,0.9,6.8,-5.9,102.7,Đồng bằng sông Cửu Long,3.68,0.74,3.48,1.8
Kiên Giang,2019,6348.8,1723.7,272.0,1723.7,873.7,850.0,488.8,1234.9,13.9,6.7,7.2,2.8,11.3,-8.5,102.8,Đồng bằng sông Cửu Long,1.13,3.39,2.14,1.79
Kiên Giang,2020,6352.0,1728.9,272.0,1728.87,876.54,852.33,491.75,1237.11,14.22,6.4,7.83,1.34,12.48,-11.14,102.84,Đồng bằng sông Cửu Long,5.23,2.65,5.22,1.77
Kiên Giang,2021,6352.0,1752.3,276.0,1752.32,888.98,863.34,504.36,1247.9,13.1,5.3,7.78,1.46,16.86,-15.4,102.97,Đồng bằng sông Cửu Long,5.22,3.88,3.68,1.78
Kiên Giang,2022,6352.9,1751.8,276.0,1751.76,896.34,855.42,522.73,1229.03,12.8,5.63,7.17,2.36,4.48,-2.12,104.78,Đồng bằng sông Cửu Long,1.68,3.84,3.66,1.76
Kiên Giang,2023,6352.0,1755.3,276.3,1755.34,898.26,857.08,528.66,1226.68,11.69,5.29,6.4,1.15,8.16,-7.02,103.63,Đồng bằng sông Cửu Long,3.32,2.5,2.2,1.75
Kiên Giang,2024,6352.1,1766.7,278.1,1766.66,904.1,862.55,527.28,1239.38,11.32,5.25,6.06,3.56,9.8,-6.24,104.82,Đồng bằng sông Cửu Long,1.58,3.63,4.5,1.74
Cần Thơ,2011,1409.0,1195.9,848.8,1195.93,593.28,602.66,797.12,398.82,14.1,5.9,8.2,6.9,11,-4.1,98.44,Đồng bằng sông Cửu Long,3.46,3.99,5.2,1.36
Cần Thơ,2012,1409.0,1200.9,852.3,1200.93,595.73,605.2,805.03,395.9,13.9,6.8,7.1,8.9,7.1,1.8,98.44,Đồng bằng sông Cửu Long,5.01,3.01,3.75,1.35
Cần Thơ,2013,1409.0,1203.2,854.0,1203.23,596.85,606.38,811.19,392.04,15.7,6.6,9.1,9.6,13.6,-4,98.43,Đồng bằng sông Cửu Long,2.28,0.79,2.73,1.33
Cần Thơ,2014,1408.9,1205.7,855.8,1205.72,598.06,607.66,817.53,388.19,16.2,6.7,9.5,8.2,11.4,-3.2,98.42,Đồng bằng sông Cửu Long,0.51,4.05,4.9,1.32
Cần Thơ,2015,1408.9,1208.5,857.8,1208.5,599.4,609.1,824.1,384.4,14.3,7.3,7.0,3.1,7.7,-4.6,98.4,Đồng bằng sông Cửu Long,1.67,2.89,5.35,1.31
Cần Thơ,2016,1439.2,1214.6,843.9,1214.6,602.4,612.2,833.0,381.6,15.6,6.1,9.5,3.6,6.3,-2.7,98.4,Đồng bằng sông Cửu Long,4.23,2.66,1.96,1.3
Cần Thơ,2017,1439.0,1222.4,849.5,1222.4,606.3,616.1,842.7,379.8,12.3,6.3,6.0,7.3,2.6,4.7,98.4,Đồng bằng sông Cửu Long,0.97,1.29,3.28,1.3
Cần Thơ,2018,1439.0,1227.7,853.2,1227.7,608.9,618.8,850.6,377.1,11.9,6.0,5.9,4.4,6.3,-1.8,98.4,Đồng bằng sông Cửu Long,3.0,1.15,1.04,1.29
Cần Thơ,2019,1439.0,1236.0,859.0,1236.0,612.9,623.0,861.3,374.7,13.5,5.9,7.6,9,7.2,1.8,98.39,Đồng bằng sông Cửu Long,4.58,3.0,3.91,1.28
Cần Thơ,2020,1440.4,1240.7,861.0,1240.73,616.14,624.59,868.84,371.89,13.29,5.7,7.58,14.44,16.64,-2.2,98.65,Đồng bằng sông Cửu Long,2.94,2.22,1.83,1.27
Cần Thơ,2021,1440.4,1247.0,866.0,1246.99,619.12,627.88,876.92,370.07,13.2,7.2,6.05,12.46,13.36,-0.91,98.6,Đồng bằng sông Cửu Long,1.12,1.97,1.19,1.27
Cần Thơ,2022,1440.4,1252.3,869.0,1252.35,621.65,630.7,882.86,369.49,13.5,8.35,5.15,16.17,5.01,11.16,98.56,Đồng bằng sông Cửu Long,3.33,1.48,3.41,1.26
Cần Thơ,2023,1440.4,1258.9,874.0,1258.88,625.06,633.82,887.83,371.05,11.11,5.45,5.66,8.24,3.97,4.27,99.91,Đồng bằng sông Cửu Long,2.05,3.54,4.33,1.25
Cần Thơ,2024,1440.4,1271.7,882.9,1271.72,631.47,640.25,898.66,373.07,10.78,5.33,5.46,15.24,6.69,8.55,98.63,Đồng bằng sông Cửu Long,1.26,2.66,5.1,1.25
Hậu Giang,2011,1602.5,752.7,469.7,752.73,378.19,374.54,156.5,596.23,14.9,6.0,8.8,7.7,5.4,2.3,100.97,Đồng bằng sông Cửu Long,4.76,0.87,1.79,0.85
Hậu Giang,2012,1602.5,750.7,468.5,750.73,376.91,373.82,160.16,590.57,14.9,6.8,8.1,7.7,11.6,-3.9,100.83,Đồng bằng sông Cửu Long,1.08,2.85,1.2,0.84
Hậu Giang,2013,1602.4,747.9,466.7,747.88,375.21,372.68,163.72,584.17,14.4,7.0,7.5,6.7,10.8,-4.1,100.68,Đồng bằng sông Cửu Long,3.46,0.57,1.54,0.83
Hậu Giang,2014,1602.4,745.0,464.9,744.95,373.46,371.49,167.33,577.62,13.1,6.8,6.3,4.5,18,-13.5,100.53,Đồng bằng sông Cửu Long,4.8,3.09,2.43,0.82
Hậu Giang,2015,1602.4,742.4,463.3,742.4,371.9,370.5,171.1,571.3,12.1,6.4,5.7,1.8,6.1,-4.2,100.4,Đồng bằng sông Cửu Long,5.19,3.59,1.39,0.8
Hậu Giang,2016,1621.8,740.1,456.3,740.1,370.5,369.6,175.0,565.0,11.0,5.2,5.7,1.3,3.8,-2.6,100.2,Đồng bằng sông Cửu Long,1.43,2.72,2.19,0.79
Hậu Giang,2017,1621.7,737.3,454.6,737.3,368.8,368.5,178.9,558.3,10.8,5.5,5.3,0.3,8.9,-8.6,100.1,Đồng bằng sông Cửu Long,2.07,1.64,3.52,0.78
Hậu Giang,2018,1621.7,734.9,453.2,734.9,367.4,367.5,183.0,551.9,11.0,5.7,5.4,2.7,6.4,-3.7,100.0,Đồng bằng sông Cửu Long,1.13,3.05,1.32,0.77
Hậu Giang,2019,1621.7,732.2,451.0,732.2,365.7,366.4,197.7,534.4,12.4,6.1,6.4,2.3,14.6,-12.2,99.81,Đồng bằng sông Cửu Long,4.7,2.35,4.76,0.76
Hậu Giang,2020,1622.2,729.8,450.0,729.78,367.4,362.38,204.05,525.73,13.03,5.83,7.2,1.32,25.08,-23.76,101.38,Đồng bằng sông Cửu Long,3.63,0.84,1.83,0.75
Hậu Giang,2021,1622.2,729.9,450.0,729.89,367.4,362.44,212.69,517.2,12.3,7.5,4.76,1.08,18.81,-17.73,101.38,Đồng bằng sông Cửu Long,1.39,0.72,2.52,0.74
Hậu Giang,2022,1622.2,729.5,450.0,729.47,369.24,360.23,204.99,524.48,10.1,8.67,1.43,5.8,7.79,-1.99,102.5,Đồng bằng sông Cửu Long,4.24,2.94,1.38,0.73
Hậu Giang,2023,1622.2,728.3,448.9,728.29,368.68,359.61,204.66,523.63,10.19,6.06,4.13,1.45,9.89,-8.43,99.9,Đồng bằng sông Cửu Long,3.15,2.39,0.64,0.73
Hậu Giang,2024,1622.2,730.0,450.0,730.01,369.57,360.45,205.15,524.86,10.84,5.01,5.83,1.6,12.89,-11.29,102.53,Đồng bằng sông Cửu Long,3.45,2.74,2.46,0.72
Sóc Trăng,2011,3311.6,1273.9,384.7,1273.93,633.54,640.39,351.6,922.32,15.4,6.0,9.4,3.1,14.8,-11.7,98.93,Đồng bằng sông Cửu Long,4.56,4.23,3.98,1.45
Sóc Trăng,2012,3311.6,1266.4,382.4,1266.42,629.98,636.43,360.93,905.49,15.4,6.4,9.0,2,10.2,-8.2,98.99,Đồng bằng sông Cửu Long,2.05,2.28,0.78,1.42
Sóc Trăng,2013,3311.6,1255.0,379.0,1254.98,624.47,630.51,358.92,896.05,16.2,6.5,9.7,3.2,9.5,-6.3,99.04,Đồng bằng sông Cửu Long,5.24,1.3,2.51,1.39
Sóc Trăng,2014,3311.6,1245.6,376.1,1245.61,619.99,625.62,372.44,873.17,13.0,7.1,5.9,3.4,12,-8.6,99.1,Đồng bằng sông Cửu Long,3.5,2.85,3.11,1.37
Sóc Trăng,2015,3311.6,1236.3,373.3,1236.3,615.6,620.8,375.8,860.5,12.9,4.8,8.1,1,6.2,-5.2,99.2,Đồng bằng sông Cửu Long,3.51,0.94,2.89,1.34
Sóc Trăng,2016,3311.9,1227.6,370.7,1227.6,611.4,616.2,379.3,848.3,13.3,5.2,8.0,1.2,6.6,-5.4,99.2,Đồng bằng sông Cửu Long,1.23,1.08,3.84,1.32
Sóc Trăng,2017,3311.9,1218.3,367.9,1218.3,606.9,611.4,382.5,835.8,11.1,5.7,5.4,0.7,8.3,-7.7,99.3,Đồng bằng sông Cửu Long,1.18,0.32,2.43,1.29
Sóc Trăng,2018,3311.9,1208.8,365.0,1208.8,602.4,606.5,385.5,823.3,11.4,5.4,6.0,0.5,15,-14.5,99.3,Đồng bằng sông Cửu Long,3.01,2.45,4.79,1.27
Sóc Trăng,2019,3311.9,1199.5,362.0,1199.5,597.9,601.6,388.5,811.0,11.8,6.0,5.8,1.2,16.2,-15,99.38,Đồng bằng sông Cửu Long,4.99,3.1,6.0,1.24
Sóc Trăng,2020,3298.2,1195.7,363.0,1195.74,595.9,599.84,386.61,809.13,11.8,5.79,6.01,1.02,20.32,-19.3,99.34,Đồng bằng sông Cửu Long,1.34,2.53,3.46,1.23
Sóc Trăng,2021,3298.2,1206.8,366.0,1206.82,601.42,605.4,391.4,815.42,11.0,5.7,5.32,0.93,21.8,-20.9,99.34,Đồng bằng sông Cửu Long,4.68,2.33,4.69,1.23
Sóc Trăng,2022,3298.2,1197.8,363.0,1197.82,606.4,591.43,405.65,792.17,11.2,8.25,2.95,0.72,15.27,-14.54,102.53,Đồng bằng sông Cửu Long,2.83,0.57,3.49,1.2
