Vùng,Năm,Diện tích(Km2),Dân số trung bình (Nghìn người),Mật độ dân số (Người/km2),Tổng dân số,Nam,Nữ,Tổng dân số thành thị,Tổng dân số nông thôn,Tỷ suất sinh thô,Tỷ suất chết thô,Tỷ lệ tăng tự nhiên,Tỷ suất nhập cư,Tỷ suất xuất cư,Tỷ suất di cư thuần,Tỷ số giới tính,Khu vực,Tỉ lệ thất nghiệp,Tỉ lệ thất nghiệp ở thành thị,Tỉ lệ thất nghiệp ở nông thôn,Phần trăm dân số
Quảng Ngãi,2014,5152.7,1224.5,237.6,1224.52,604.54,619.98,189.4,1035.12,15.6,6.2,9.4,3.6,8.4,-4.9,97.51,Bắc Trung Bộ và duyên hải miền Trung,3.96,1.83,2.69,1.34
Quảng Ngãi,2015,5152.7,1226.2,238.0,1226.2,605.5,620.7,191.8,1034.4,13.5,7.0,6.5,1.5,3.1,-1.6,97.5,Bắc Trung Bộ và duyên hải miền Trung,1.69,3.38,2.01,1.33
Quảng Ngãi,2016,5152.3,1227.5,238.2,1227.5,606.2,621.2,194.2,1033.3,13.8,5.7,8.1,1.4,2.8,-1.4,97.6,Bắc Trung Bộ và duyên hải miền Trung,3.12,3.95,2.85,1.32
Quảng Ngãi,2017,5152.5,1228.9,238.5,1228.9,607.2,621.8,196.6,1032.4,12.0,6.6,5.4,0.8,7.9,-7.1,97.7,Bắc Trung Bộ và duyên hải miền Trung,0.5,1.19,5.61,1.3
Quảng Ngãi,2018,5155.8,1230.5,238.7,1230.5,608.2,622.4,199.1,1031.5,13.6,5.0,8.6,1.9,5.2,-3.3,97.7,Bắc Trung Bộ và duyên hải miền Trung,1.74,0.63,4.73,1.29
Quảng Ngãi,2019,5155.8,1231.9,239.0,1231.9,608.9,623.0,201.5,1030.4,15.0,6.4,8.6,1.3,9.6,-8.3,97.75,Bắc Trung Bộ và duyên hải miền Trung,0.5,2.51,0.69,1.28
Quảng Ngãi,2020,5155.2,1233.4,239.0,1233.4,609.7,623.7,260.18,973.21,14.95,6.12,8.83,2.33,6.8,-4.47,97.76,Bắc Trung Bộ và duyên hải miền Trung,1.14,2.2,1.83,1.26
Quảng Ngãi,2021,5155.3,1244.1,241.0,1244.13,615.01,629.12,262.66,981.48,13.6,7.4,6.19,2.49,5.47,-2.99,97.76,Bắc Trung Bộ và duyên hải miền Trung,2.45,0.66,0.65,1.26
Quảng Ngãi,2022,5155.3,1245.6,242.0,1245.65,620.1,625.55,272.22,973.43,15.9,5.79,10.11,2.68,5.4,-2.72,99.13,Bắc Trung Bộ và duyên hải miền Trung,0.47,3.63,2.99,1.25
Quảng Ngãi,2023,5155.2,1248.1,242.1,1248.11,621.38,626.73,272.96,975.16,13.51,6.61,6.9,2.92,6.44,-3.51,97.5,Bắc Trung Bộ và duyên hải miền Trung,2.99,0.74,1.01,1.24
Quảng Ngãi,2024,5155.3,1259.9,244.4,1259.9,627.29,632.61,280.86,979.03,13.46,5.96,7.51,2.77,7.55,-4.77,99.16,Bắc Trung Bộ và duyên hải miền Trung,0.68,1.78,1.23,1.24
Bình Định,2011,6050.6,1487.5,245.8,1487.46,726.15,761.31,418.95,1068.51,16.7,8.0,8.6,6.6,10,-3.4,95.38,Bắc Trung Bộ và duyên hải miền Trung,4.74,1.09,1.86,1.69
Bình Định,2012,6050.6,1487.5,245.8,1487.51,726.4,761.11,467.51,1020.0,15.9,7.8,8.1,2.8,9.8,-7,95.44,Bắc Trung Bộ và duyên hải miền Trung,3.69,1.09,2.18,1.67
Bình Định,2013,6050.6,1487.6,245.9,1487.55,726.14,761.41,468.86,1018.69,17.6,7.8,9.8,3.7,7.5,-3.8,95.37,Bắc Trung Bộ và duyên hải miền Trung,1.86,3.81,1.65,1.65
Bình Định,2014,6050.6,1487.6,245.9,1487.6,726.0,761.6,470.22,1017.38,16.3,8.9,7.3,4.4,8.2,-3.9,95.32,Bắc Trung Bộ và duyên hải miền Trung,0.73,2.62,1.26,1.63
Bình Định,2015,6050.6,1487.6,245.9,1487.6,726.9,760.8,471.5,1016.1,13.9,5.7,8.2,2.3,3.3,-1.1,95.5,Bắc Trung Bộ và duyên hải miền Trung,2.43,1.8,4.79,1.61
Bình Định,2016,6066.1,1487.7,245.2,1487.7,727.8,759.9,472.9,1014.8,13.0,6.8,6.2,1.5,4.2,-2.7,95.8,Bắc Trung Bộ và duyên hải miền Trung,4.26,2.14,0.75,1.6
Bình Định,2017,6066.2,1487.7,245.2,1487.7,729.1,758.7,474.2,1013.5,12.8,7.9,4.9,2,2.5,-0.5,96.1,Bắc Trung Bộ và duyên hải miền Trung,2.63,1.27,5.59,1.58
Bình Định,2018,6066.2,1487.8,245.3,1487.8,730.7,757.1,475.5,1012.2,13.9,7.9,6.0,0.6,2.3,-1.7,96.5,Bắc Trung Bộ và duyên hải miền Trung,2.35,3.25,3.13,1.56
Bình Định,2019,6066.2,1487.8,245.0,1487.8,732.7,755.1,476.8,1011.0,14.5,7.1,7.5,1.4,8.3,-6.9,97.03,Bắc Trung Bộ và duyên hải miền Trung,0.57,0.69,2.03,1.54
Bình Định,2020,6066.4,1487.9,245.0,1487.9,732.81,755.1,599.85,888.05,15.1,6.79,8.31,0.82,10.51,-9.69,97.05,Bắc Trung Bộ và duyên hải miền Trung,2.14,0.77,1.16,1.52
Bình Định,2021,6066.4,1508.3,249.0,1508.32,742.87,765.46,620.81,887.51,14.5,7.4,7.14,2.33,7.04,-4.7,97.05,Bắc Trung Bộ và duyên hải miền Trung,2.19,3.6,3.42,1.53
Bình Định,2022,6066.4,1504.3,248.0,1504.29,747.88,756.41,619.65,884.64,13.3,5.2,8.1,1.62,7.79,-6.17,98.87,Bắc Trung Bộ và duyên hải miền Trung,2.81,1.41,2.84,1.51
Bình Định,2023,6066.4,1506.3,248.3,1506.33,748.97,757.36,620.87,885.46,12.58,7.3,5.29,1.29,5.75,-4.46,96.09,Bắc Trung Bộ và duyên hải miền Trung,2.46,3.69,2.4,1.5
Bình Định,2024,6066.4,1518.5,250.3,1518.45,755.04,763.41,627.85,890.61,12.14,8.93,3.21,2.74,7.47,-4.73,98.9,Bắc Trung Bộ và duyên hải miền Trung,3.29,2.41,4.69,1.5
Phú Yên,2011,5060.6,864.0,170.7,863.96,432.86,431.1,199.83,664.14,16.4,6.0,10.4,6.1,14,-7.9,100.41,Bắc Trung Bộ và duyên hải miền Trung,2.52,3.32,2.79,0.98
Phú Yên,2012,5060.6,864.9,170.9,864.87,433.71,431.16,200.2,664.67,15.9,6.0,9.9,3.2,6.2,-3,100.59,Bắc Trung Bộ và duyên hải miền Trung,2.13,1.25,2.95,0.97
Phú Yên,2013,5060.5,865.3,171.0,865.28,434.06,431.22,200.39,664.89,15.4,6.7,8.7,3.9,6.3,-2.4,100.66,Bắc Trung Bộ và duyên hải miền Trung,3.99,1.71,1.31,0.96
Phú Yên,2014,5060.6,865.7,171.1,865.67,434.37,431.3,247.98,617.69,15.7,6.6,9.1,3.9,7.7,-3.8,100.71,Bắc Trung Bộ và duyên hải miền Trung,1.12,0.39,2.24,0.95
Phú Yên,2015,5060.6,866.2,171.2,866.2,434.8,431.3,248.2,618.0,14.4,6.9,7.4,1.4,9.3,-7.9,100.8,Bắc Trung Bộ và duyên hải miền Trung,1.79,3.09,3.63,0.94
Phú Yên,2016,5023.5,868.2,172.8,868.2,436.1,432.1,249.3,618.8,15.9,7.1,8.8,1,2.8,-1.8,100.9,Bắc Trung Bộ và duyên hải miền Trung,1.53,2.46,3.65,0.93
Phú Yên,2017,5023.4,870.0,173.2,870.0,437.2,432.8,249.9,620.2,13.6,6.8,6.8,1.4,2.9,-1.6,101.0,Bắc Trung Bộ và duyên hải miền Trung,4.3,2.81,1.13,0.92
Phú Yên,2018,5023.4,871.5,173.5,871.5,438.2,433.3,250.5,621.0,14.4,9.1,5.4,0.7,4.2,-3.4,101.1,Bắc Trung Bộ và duyên hải miền Trung,0.55,2.57,1.6,0.91
Phú Yên,2019,5023.4,873.2,174.0,873.2,439.2,433.9,251.0,622.2,13.9,6.5,7.3,1.1,7.4,-6.3,101.22,Bắc Trung Bộ và duyên hải miền Trung,3.14,1.04,2.51,0.91
Phú Yên,2020,5026.0,874.3,174.0,874.3,439.7,434.59,285.9,588.39,14.65,6.29,8.36,1.03,12.01,-10.98,101.18,Bắc Trung Bộ và duyên hải miền Trung,2.12,0.31,4.05,0.9
Phú Yên,2021,5026.0,875.5,174.0,875.54,440.31,435.22,286.32,589.21,14.1,6.9,7.15,2.34,5.24,-2.91,101.17,Bắc Trung Bộ và duyên hải miền Trung,2.0,1.72,0.7,0.89
Phú Yên,2022,5026.0,876.6,174.0,876.62,441.87,434.75,286.68,589.94,14.4,7.19,7.21,1.54,12.04,-10.5,101.64,Bắc Trung Bộ và duyên hải miền Trung,1.85,3.94,3.76,0.88
Phú Yên,2023,5026.0,877.7,174.6,877.7,442.46,435.25,287.05,590.65,13.15,7.31,5.83,1.21,3.73,-2.52,100.08,Bắc Trung Bộ và duyên hải miền Trung,1.9,2.35,2.99,0.87
Phú Yên,2024,5026.0,885.2,176.1,885.16,446.24,438.92,292.1,593.06,12.52,7.65,4.86,2.46,6.72,-4.26,101.67,Bắc Trung Bộ và duyên hải miền Trung,4.32,4.27,4.38,0.87
Khánh Hòa,2011,5217.7,1170.2,224.3,1170.24,578.76,591.48,471.44,698.8,15.3,6.8,8.5,5,8.4,-3.4,97.85,Bắc Trung Bộ và duyên hải miền Trung,3.11,3.76,3.57,1.33
Khánh Hòa,2012,5217.7,1177.6,225.7,1177.6,583.3,594.31,477.69,699.91,16.4,6.6,9.9,3.1,5.5,-2.4,98.15,Bắc Trung Bộ và duyên hải miền Trung,4.66,3.05,4.27,1.32
Khánh Hòa,2013,5217.7,1184.9,227.1,1184.92,588.26,596.66,483.1,701.81,16.2,6.6,9.6,3.4,4.7,-1.2,98.59,Bắc Trung Bộ và duyên hải miền Trung,1.07,2.55,4.1,1.31
Khánh Hòa,2014,5217.7,1192.1,228.5,1192.15,590.96,601.19,489.09,703.06,12.8,6.9,5.9,3.5,7.4,-3.8,98.3,Bắc Trung Bộ và duyên hải miền Trung,2.33,4.1,5.77,1.31
Khánh Hòa,2015,5217.7,1198.4,229.7,1198.4,594.5,603.9,494.6,703.8,13.6,6.1,7.5,1.6,4.9,-3.3,98.4,Bắc Trung Bộ và duyên hải miền Trung,2.05,3.97,3.77,1.3
Khánh Hòa,2016,5137.7,1207.2,235.0,1207.2,599.3,607.8,501.5,705.7,13.3,7.7,5.6,1.5,3.7,-2.2,98.6,Bắc Trung Bộ và duyên hải miền Trung,1.79,2.82,1.64,1.29
Khánh Hòa,2017,5137.8,1216.3,236.7,1216.3,604.3,612.0,508.2,708.1,12.7,6.0,6.7,1.4,0.8,0.7,98.8,Bắc Trung Bộ và duyên hải miền Trung,1.75,0.88,1.86,1.29
Khánh Hòa,2018,5137.8,1224.5,238.3,1224.5,608.9,615.6,514.7,709.8,10.6,5.2,5.4,0.5,1.3,-0.9,98.9,Bắc Trung Bộ và duyên hải miền Trung,0.74,1.03,4.71,1.28
Khánh Hòa,2019,5137.8,1232.8,240.0,1232.8,613.5,619.4,521.3,711.5,13.6,5.9,7.7,1.9,3.9,-1.9,99.05,Bắc Trung Bộ và duyên hải miền Trung,4.73,2.83,5.33,1.28
Khánh Hòa,2020,5199.6,1240.4,239.0,1240.44,617.7,622.74,525.87,714.56,14.49,5.71,8.78,1.05,2.55,-1.5,99.19,Bắc Trung Bộ và duyên hải miền Trung,1.86,1.24,1.17,1.27
Khánh Hòa,2021,5199.6,1248.1,240.0,1248.06,621.4,626.66,528.74,719.32,14.3,7.3,6.98,0.67,2.69,-2.02,99.16,Bắc Trung Bộ và duyên hải miền Trung,2.22,2.43,0.96,1.27
Khánh Hòa,2022,5199.6,1254.0,241.0,1253.97,625.3,628.67,531.19,722.78,14.9,5.72,9.18,0.79,3.94,-3.15,99.46,Bắc Trung Bộ và duyên hải miền Trung,4.21,1.26,1.14,1.26
Khánh Hòa,2023,5199.6,1260.6,242.4,1260.62,628.61,632.01,534.36,726.26,12.17,6.15,6.02,0.3,1.39,-1.09,99.51,Bắc Trung Bộ và duyên hải miền Trung,1.41,1.07,2.15,1.26
Khánh Hòa,2024,5200.1,1269.3,244.1,1269.29,632.83,636.46,538.12,731.17,12.58,6.33,6.25,1.93,4.53,-2.6,99.43,Bắc Trung Bộ và duyên hải miền Trung,3.31,3.59,4.77,1.25
Ninh Thuận,2011,3358.3,567.9,169.1,567.85,283.35,284.5,204.46,363.4,18.8,6.6,12.1,3.8,15.8,-12,99.59,Bắc Trung Bộ và duyên hải miền Trung,4.06,4.2,4.53,0.64
Ninh Thuận,2012,3358.3,571.3,170.1,571.31,285.25,286.06,205.52,365.79,17.5,5.9,11.6,3.6,4.5,-0.9,99.72,Bắc Trung Bộ và duyên hải miền Trung,4.99,1.56,5.41,0.64
Ninh Thuận,2013,3358.3,573.3,170.7,573.28,286.41,286.88,206.05,367.23,18.2,5.6,12.5,7.4,3.1,4.3,99.84,Bắc Trung Bộ và duyên hải miền Trung,4.87,1.35,4.71,0.64
Ninh Thuận,2014,3358.3,575.4,171.3,575.42,287.65,287.77,206.64,368.79,17.4,7.5,9.9,4,6.8,-2.8,99.96,Bắc Trung Bộ và duyên hải miền Trung,3.5,3.93,0.75,0.63
Ninh Thuận,2015,3358.3,578.3,172.2,578.3,289.3,289.0,207.5,370.8,16.7,6.4,10.4,1.8,5.3,-3.5,100.1,Bắc Trung Bộ và duyên hải miền Trung,4.73,1.3,1.52,0.63
Ninh Thuận,2016,3355.2,581.5,173.3,581.5,291.0,290.5,208.4,373.1,17.2,6.1,11.2,0.9,4.9,-3.9,100.2,Bắc Trung Bộ và duyên hải miền Trung,3.12,3.24,1.79,0.62
Ninh Thuận,2017,3355.3,585.4,174.5,585.4,293.2,292.2,209.6,375.7,17.6,7.6,10.0,1.4,3,-1.6,100.3,Bắc Trung Bộ và duyên hải miền Trung,5.22,3.95,4.85,0.62
Ninh Thuận,2018,3355.3,588.9,175.5,588.9,295.1,293.8,210.7,378.1,14.8,5.8,9.1,1.2,2.3,-1,100.4,Bắc Trung Bộ và duyên hải miền Trung,1.56,3.57,2.89,0.62
Ninh Thuận,2019,3355.3,591.0,176.0,591.0,296.4,294.7,211.3,379.7,15.5,6.4,9.1,1.3,7.7,-6.4,100.57,Bắc Trung Bộ và duyên hải miền Trung,0.68,2.94,2.43,0.61
Ninh Thuận,2020,3355.3,593.6,177.0,593.64,299.88,293.76,209.6,384.05,15.69,6.15,9.54,1.28,5.33,-4.05,102.08,Bắc Trung Bộ và duyên hải miền Trung,3.1,2.76,4.42,0.61
Ninh Thuận,2021,3355.3,596.0,178.0,596.05,301.1,294.9,211.04,385.01,17.6,4.3,13.28,2.04,3.77,-1.73,102.08,Bắc Trung Bộ và duyên hải miền Trung,5.08,1.01,3.34,0.61
Ninh Thuận,2022,3355.7,598.7,178.0,598.68,303.43,295.25,212.26,386.42,16.3,6.36,9.94,1.17,3.42,-2.25,102.77,Bắc Trung Bộ và duyên hải miền Trung,4.77,0.61,3.77,0.6
Ninh Thuận,2023,3355.7,601.2,179.2,601.22,304.74,296.47,213.43,387.78,15.18,6.08,9.1,1.74,2.6,-0.86,98.19,Bắc Trung Bộ và duyên hải miền Trung,4.87,0.73,5.09,0.6
Ninh Thuận,2024,3355.8,612.7,182.6,612.69,310.58,302.11,221.71,390.98,14.09,6.99,7.1,4.64,6.26,-1.62,102.8,Bắc Trung Bộ và duyên hải miền Trung,3.87,3.66,3.06,0.6
Bình Thuận,2011,7812.9,1180.7,151.1,1180.68,591.67,589.0,461.0,719.68,16.9,6.3,10.6,2.1,8.5,-6.4,100.45,Bắc Trung Bộ và duyên hải miền Trung,2.14,1.37,4.47,1.34
Bình Thuận,2012,7812.8,1189.6,152.3,1189.59,596.34,593.25,463.03,726.56,18.3,5.5,12.7,2.3,6.1,-3.8,100.52,Bắc Trung Bộ và duyên hải miền Trung,2.91,2.2,5.22,1.33
Bình Thuận,2013,7812.8,1194.7,152.9,1194.66,599.08,595.58,463.56,731.11,16.1,6.0,10.2,5.3,8.5,-3.2,100.59,Bắc Trung Bộ và duyên hải miền Trung,2.82,0.7,2.45,1.32
Bình Thuận,2014,7813.1,1197.3,153.2,1197.26,600.58,596.68,464.12,733.14,12.7,5.8,7.0,2.4,6.9,-4.5,100.65,Bắc Trung Bộ và duyên hải miền Trung,3.48,1.89,5.27,1.31
Bình Thuận,2015,7813.1,1205.4,154.3,1205.4,604.9,600.6,464.8,740.6,15.4,6.6,8.8,1,3.1,-2.1,100.7,Bắc Trung Bộ và duyên hải miền Trung,1.26,3.9,2.67,1.31
Bình Thuận,2016,7944.0,1213.6,152.8,1213.6,609.2,604.4,466.5,747.1,13.9,6.5,7.4,1.3,1.5,-0.1,100.8,Bắc Trung Bộ và duyên hải miền Trung,3.67,1.0,1.57,1.3
Bình Thuận,2017,7943.9,1220.5,153.6,1220.5,612.8,607.6,467.7,752.8,12.7,6.2,6.5,1.1,2.5,-1.5,100.9,Bắc Trung Bộ và duyên hải miền Trung,2.7,4.12,1.69,1.29
Bình Thuận,2018,7943.9,1227.3,154.5,1227.3,616.5,610.8,468.8,758.4,13.6,6.8,6.8,1.4,3,-1.6,100.9,Bắc Trung Bộ và duyên hải miền Trung,1.14,0.95,2.89,1.29
Bình Thuận,2019,7943.9,1232.3,155.0,1232.3,619.2,613.1,469.3,763.0,14.6,5.8,8.7,1.4,5.6,-4.1,100.99,Bắc Trung Bộ và duyên hải miền Trung,2.55,0.88,3.85,1.28
Bình Thuận,2020,7942.5,1239.3,156.0,1239.26,623.1,616.15,472.14,767.12,11.86,5.59,6.27,1,10.34,-9.34,101.13,Bắc Trung Bộ và duyên hải miền Trung,1.37,1.95,3.71,1.27
Bình Thuận,2021,7942.6,1246.3,157.0,1246.31,626.97,619.33,479.85,766.46,16.1,6.3,9.72,0.56,5.91,-5.35,101.23,Bắc Trung Bộ và duyên hải miền Trung,3.35,4.01,4.83,1.27
Bình Thuận,2022,7942.6,1252.1,158.0,1252.06,631.19,620.87,483.27,768.79,15.4,6.93,8.47,0.49,4.17,-3.68,101.66,Bắc Trung Bộ và duyên hải miền Trung,4.57,0.77,1.85,1.26
Bình Thuận,2023,7942.6,1258.8,158.5,1258.79,634.59,624.2,485.88,772.91,15.92,5.74,10.18,0.51,6.57,-6.05,99.55,Bắc Trung Bộ và duyên hải miền Trung,4.13,3.72,1.87,1.25
Bình Thuận,2024,7942.6,1266.2,159.4,1266.22,638.34,627.89,488.76,777.46,14.28,4.77,9.51,1.05,7.81,-6.76,101.66,Bắc Trung Bộ và duyên hải miền Trung,1.19,1.91,1.05,1.25
Kon Tum,2011,9689.6,451.6,46.6,451.61,228.34,223.28,149.94,301.67,25.8,7.2,18.6,8.8,9.8,-1,102.27,Tây Nguyên,4.27,0.82,1.23,0.51
Kon Tum,2012,9689.6,462.7,47.8,462.71,233.76,228.94,152.9,309.81,25.6,7.5,18.1,11.8,5.3,6.5,102.11,Tây Nguyên,4.52,1.57,2.51,0.52
Kon Tum,2013,9689.6,473.3,48.8,473.25,238.91,234.34,155.65,317.6,21.3,7.3,14.0,13.3,5.9,7.4,101.95,Tây Nguyên,3.98,3.83,5.91,0.52
Kon Tum,2014,9689.6,484.2,50.0,484.22,244.26,239.96,158.5,325.71,25.2,6.0,19.2,6.7,7.6,-0.9,101.79,Tây Nguyên,4.28,0.98,1.34,0.53
Kon Tum,2015,9689.6,495.9,51.2,495.9,249.9,245.9,161.6,334.3,19.6,5.4,14.2,3.9,1.9,2,101.6,Tây Nguyên,3.27,0.48,0.84,0.54
Kon Tum,2016,9674.2,507.8,52.5,507.8,255.8,252.0,164.7,343.1,19.1,5.7,13.4,1.5,6.1,-4.7,101.5,Tây Nguyên,1.24,1.19,0.88,0.54
Kon Tum,2017,9674.2,520.1,53.8,520.1,261.7,258.3,167.8,352.2,19.4,6.9,12.5,2.5,1.1,1.3,101.3,Tây Nguyên,1.16,1.84,2.73,0.55
Kon Tum,2018,9674.2,532.4,55.0,532.4,267.7,264.6,171.0,361.4,16.0,4.2,11.8,0.7,2.7,-2,101.2,Tây Nguyên,4.78,3.78,5.53,0.56
Kon Tum,2019,9674.2,543.4,56.0,543.4,273.1,270.4,173.7,369.7,21.9,5.5,16.4,2.7,4.1,-1.4,101.0,Tây Nguyên,1.24,2.22,3.61,0.56
Kon Tum,2020,9674.2,555.6,57.0,555.64,278.96,276.68,181.94,373.71,21.76,5.29,16.47,1.01,9.27,-8.26,100.83,Tây Nguyên,2.38,1.28,1.7,0.57
Kon Tum,2021,9677.3,568.8,59.0,568.78,285.4,283.38,185.28,383.5,20.5,5.6,14.98,1.4,5.84,-4.43,100.71,Tây Nguyên,3.94,2.73,4.27,0.58
Kon Tum,2022,9677.3,579.9,60.0,579.91,291.43,288.49,188.51,391.41,20.2,6.63,13.57,0.59,2.15,-1.56,101.02,Tây Nguyên,4.4,1.63,3.96,0.58
Kon Tum,2023,9677.3,591.3,61.1,591.27,297.59,293.67,191.8,399.46,19.07,4.52,14.55,0.54,1.48,-0.94,101.48,Tây Nguyên,5.19,1.67,5.6,0.59
Kon Tum,2024,9677.3,601.8,62.2,601.82,303.38,298.43,194.83,406.98,18.88,5.51,13.37,2.46,4.96,-2.5,101.66,Tây Nguyên,2.56,1.7,1.34,0.59
Gia Lai,2011,15536.9,1336.1,86.0,1336.1,670.54,665.56,382.73,953.37,23.2,6.0,17.2,4.9,6.9,-1.9,100.75,Tây Nguyên,4.21,3.81,4.01,1.52
Gia Lai,2012,15536.9,1360.0,87.5,1359.97,682.38,677.58,390.1,969.86,19.4,6.2,13.2,4.9,5.3,-0.4,100.71,Tây Nguyên,3.6,3.29,4.74,1.52
Gia Lai,2013,15536.9,1383.0,89.0,1382.97,693.79,689.18,397.25,985.73,20.0,6.4,13.7,8,8.1,-0.1,100.67,Tây Nguyên,3.61,1.85,2.8,1.53
Gia Lai,2014,15536.9,1403.1,90.3,1403.13,703.76,699.36,403.59,999.54,18.6,5.9,12.7,5.2,7.1,-1.8,100.63,Tây Nguyên,3.75,3.39,0.93,1.54
Gia Lai,2015,15536.9,1426.4,91.8,1426.4,715.3,711.1,410.8,1015.6,19.7,7.1,12.6,1.7,2.3,-0.6,100.6,Tây Nguyên,1.53,3.13,4.01,1.55
Gia Lai,2016,15510.8,1447.2,93.3,1447.2,725.5,721.6,417.4,1029.7,18.9,6.6,12.3,1.7,3.5,-1.8,100.6,Tây Nguyên,3.48,2.61,4.57,1.55
Gia Lai,2017,15511.0,1468.9,94.7,1468.9,736.3,732.6,424.3,1044.7,18.2,6.0,12.2,1.3,4.1,-2.8,100.5,Tây Nguyên,4.16,0.54,5.39,1.56
Gia Lai,2018,15511.0,1495.7,96.4,1495.7,749.6,746.1,432.6,1063.1,17.5,3.4,14.2,0.8,2.2,-1.4,100.5,Tây Nguyên,1.51,1.7,1.11,1.57
Gia Lai,2019,15511.0,1520.2,98.0,1520.2,761.7,758.4,440.3,1079.9,19.8,5.5,14.3,1.9,4.3,-2.4,100.43,Tây Nguyên,4.54,0.73,4.5,1.58
Gia Lai,2020,15510.1,1541.8,99.0,1541.83,773.09,768.73,447.21,1094.62,19.91,5.3,14.61,1.42,6.31,-4.9,100.57,Tây Nguyên,0.95,1.25,3.09,1.58
Gia Lai,2021,15510.1,1569.7,101.0,1569.72,787.0,782.66,458.94,1110.7,18.8,4.6,14.24,0.49,5.89,-5.4,100.56,Tây Nguyên,4.92,2.58,0.97,1.59
Gia Lai,2022,15510.1,1591.0,103.0,1590.98,797.84,793.14,466.73,1124.2,17.5,6.45,11.05,0.54,3.99,-3.46,100.59,Tây Nguyên,3.0,0.59,2.19,1.6
Gia Lai,2023,15510.1,1613.9,104.1,1613.9,808.57,805.33,475.13,1138.76,17.47,4.9,12.57,1.44,4.52,-3.08,97.82,Tây Nguyên,4.86,3.01,2.36,1.61
Gia Lai,2024,15510.1,1634.9,105.4,1634.9,818.89,816.0,482.84,1152.06,17.2,3.97,13.23,2.09,5.2,-3.11,100.35,Tây Nguyên,1.48,1.92,4.82,1.61
Đắk Lắk,2011,13125.4,1760.4,134.1,1760.42,888.53,871.89,424.92,1335.5,18.4,5.5,12.9,7.7,12.3,-4.6,101.91,Tây Nguyên,3.87,0.56,3.81,2.0
Đắk Lắk,2012,13125.4,1777.3,135.4,1777.26,896.92,880.34,430.31,1346.95,18.5,6.1,12.4,8.4,7.8,0.6,101.88,Tây Nguyên,4.86,3.07,5.49,1.99
Đắk Lắk,2013,13125.4,1794.6,136.7,1794.56,905.53,889.02,435.84,1358.72,21.5,6.2,15.3,9.7,8.5,1.2,101.86,Tây Nguyên,3.02,3.66,3.52,1.99
Đắk Lắk,2014,13125.4,1805.8,137.6,1805.83,911.11,894.72,439.93,1365.9,17.9,5.3,12.6,3.7,6.1,-2.4,101.83,Tây Nguyên,0.98,0.43,3.25,1.98
Đắk Lắk,2015,13125.4,1820.1,138.7,1820.1,918.2,902.0,444.8,1375.4,16.8,5.0,11.8,2.5,4.5,-2,101.8,Tây Nguyên,3.52,3.04,3.17,1.97
Đắk Lắk,2016,13030.5,1836.4,140.9,1836.4,926.3,910.1,450.1,1386.3,18.6,4.2,14.4,2.7,4.9,-2.2,101.8,Tây Nguyên,2.96,2.18,5.2,1.97
Đắk Lắk,2017,13030.5,1850.3,142.0,1850.3,933.2,917.1,454.9,1395.4,16.1,5.7,10.4,2.3,3,-0.6,101.8,Tây Nguyên,1.81,2.23,2.53,1.96
Đắk Lắk,2018,13030.5,1861.5,142.9,1861.5,938.7,922.8,459.1,1402.4,17.0,7.4,9.6,1.2,4,-2.8,101.7,Tây Nguyên,1.84,3.17,2.77,1.95
Đắk Lắk,2019,13030.5,1872.6,144.0,1872.6,944.2,928.4,463.3,1409.3,18.1,5.1,13.1,2,6.2,-4.2,101.7,Tây Nguyên,5.04,1.71,1.57,1.94
Đắk Lắk,2020,13070.4,1886.9,144.0,1886.94,952.22,934.72,466.48,1420.46,18.5,4.88,13.62,0.86,10.5,-9.64,101.87,Tây Nguyên,2.77,1.43,4.8,1.93
Đắk Lắk,2021,13070.4,1909.0,146.0,1909.0,963.28,945.72,473.81,1435.19,15.2,5.2,9.91,1.18,6.89,-5.7,101.86,Tây Nguyên,3.02,3.83,5.56,1.94
Đắk Lắk,2022,13070.4,1918.4,147.0,1918.44,969.54,948.9,478.32,1440.12,15.2,6.88,8.32,1.75,7.65,-5.9,102.18,Tây Nguyên,0.66,3.41,2.72,1.93
Đắk Lắk,2023,13070.4,1931.5,147.8,1931.46,976.11,955.35,502.4,1429.1,15.56,4.94,10.62,1.52,4.34,-2.83,101.98,Tây Nguyên,2.54,3.82,2.43,1.93
Đắk Lắk,2024,13070.4,1946.2,148.9,1946.17,983.6,962.56,507.79,1438.38,14.65,5.62,9.04,3.86,5.31,-1.45,102.19,Tây Nguyên,1.74,2.14,4.1,1.92
Đắk Nông,2011,6515.6,512.7,78.7,512.67,265.98,246.7,76.09,436.58,19.6,5.1,14.4,5.7,10.7,-5,107.81,Tây Nguyên,1.53,2.02,4.92,0.58
Đắk Nông,2012,6515.6,529.4,81.2,529.37,274.41,254.96,78.83,450.54,21.5,5.9,15.7,42.3,6.1,36.2,107.63,Tây Nguyên,2.98,1.79,2.61,0.59
Đắk Nông,2013,6515.6,548.1,84.1,548.1,283.88,264.22,81.9,466.2,17.7,5.8,11.8,18.4,6.7,11.7,107.44,Tây Nguyên,3.19,3.78,4.9,0.61
Đắk Nông,2014,6515.6,565.0,86.7,564.96,292.2,272.76,85.16,479.8,19.0,5.6,13.3,42.7,7.1,35.6,107.12,Tây Nguyên,1.93,0.53,1.54,0.62
